0.4 0.4 0.0 1   0.03130998639078038 0.0 0.019445245241084264 0.0 0.0 0.00042738963253055796 3.719037915201355e-5 0.9021740079477584 0.9248232452047942 0.8738067595294302 0.931117151881048 0.8876472652550864 8.158279514480618 10.247502764819652 0.4667380824402386 0.5935598054445778 0.5876031774932291 0.8554397128002369 0.5183144832350963
0.4 0.42 0.0 1   0.031309986411802174 0.0 0.018192395039723364 0.0 0.0 0.0004650385896656609 3.7190395944306274e-5 0.9020091565645509 0.9274471518981445 0.873806759590129 0.9341466738712527 0.887581871120409 8.102578477220874 10.24750276272022 0.46035744735680784 0.6047837848868072 0.587603177437043 0.8848373411639152 0.5148329886996457
0.4 0.44 0.0 1   0.0313099864339665 0.0 0.016849867314622236 0.0 0.0 0.0004982733533007579 3.719040844000926e-5 0.9016845638965223 0.9301596081656567 0.8738067596490137 0.9372455378191635 0.8874396122093883 8.051776788292981 10.24750276061353 0.4539780925578449 0.6181490156662034 0.5876031773713509 0.9176761431161555 0.5113801991383901
0.4 0.46 0.0 1   0.031309986457100175 0.0 0.01540380399553398 0.0 0.0 0.0005260194657738971 3.719041698799539e-5 0.9011930986798046 0.9329840370242961 0.8738067597055514 0.9404294971741463 0.887216541986863 8.006080029195616 10.247502758515967 0.4476160317410656 0.6340998048025421 0.5876031772961119 0.9546877466044673 0.5079623511875621
0.4 0.48 0.0 1   0.03130998648147379 0.0 0.013845214434649032 0.0 0.0 0.0005472377295555252 3.719042131166281e-5 0.9005243001699204 0.935951192183315 0.8738067597596101 0.9437198576348494 0.8869070650268045 7.96576912042579 10.247502756425638 0.4412858589187005 0.6532562831335668 0.5876031772105839 0.9968849697986972 0.5045851733330096
0.4 0.5 0.0 1   0.031309986507467344 0.0 0.012158810623608128 0.0 0.0 0.0005608782120177562 3.7190420623986516e-5 0.8996622537533259 0.9391036100572884 0.8738067598111533 0.9471471104916719 0.8865028963032973 7.931249568268399 10.247502754328345 0.4349993061360894 0.6765271384843847 0.5876031771129702 1.0457397071976742 0.5012534727172834
0.4 0.52 0.0 1   0.03130998653572295 0.0 0.010308660790964153 0.0 0.0 0.0005657745078882242 3.719041433420681e-5 0.8985812923653969 0.9425044911326663 0.8738067598602158 0.9507582825652395 0.885990948414499 7.903151931928589 10.247502752202665 0.4287627023874484 0.705335759444677 0.5876031770004911 1.1035388834044202 0.49797038873558913
0.4 0.54 0.0 1   0.031309986567322576 0.0 0.008247152500501231 0.0 0.0 0.0005603944172459273 3.7190401253412835e-5 0.8972360781146725 0.9462580925752916 0.8738067599066461 0.9546339580855305 0.8853484503102718 7.8825628904105285 10.247502750018148 0.4225713563094666 0.7421404643719856 0.5876031768683605 1.1742010231221964 0.49473568319237743
0.4 0.56 0.0 1   0.0313099866043473 0.0 0.0058736346855714485 0.0 0.0 0.0005421391317212049 3.7190378981547975e-5 0.8955334655250923 0.9505676250947135 0.8738067599504515 0.9589368835627301 0.8845290958586622 7.8716758603423305 10.24750274770851 0.41639343917476124 0.791914678797252 0.5876031767072448 1.2655919631076509 0.49154066120720413
0.4 0.58 0.0 1   0.031309986652097894 0.0 0.002912509910329985 0.0 0.0 0.0005044370998646794 3.719034103311784e-5 0.893213871065132 0.9559802367527892 0.8738067599920497 0.9641187679839993 0.8834046597389595 7.876509618251512 10.247502745081347 0.4100992671434756 0.8684349343099882 0.5876031764914194 1.3993238216385393 0.48834519103497853
0.4 0.4 0.0 2   0.033679880608940456 0.0 0.016666992225938815 0.0 0.0 -0.03199760242137952 -0.030355109119203708 0.8690434821130034 0.9115588831707707 0.839951296817917 0.9237847255037356 0.8541348638244161 9.153400505034398 11.231114080574107 0.48477355065827793 0.6751256423445602 0.6108573504532214 0.9926574292116599 0.5403400588624349
0.4 0.42 0.0 2   0.033679880609557414 0.0 0.014824256085177455 0.0 0.0 -0.031897653284430574 -0.030355109113646306 0.8683029432504827 0.915831914089328 0.8399512968023617 0.9282697172314225 0.853797558494614 9.098926561220527 11.231114080487448 0.4776437767805713 0.6954268813390841 0.6108573503990706 1.0368267757061667 0.5365144638121789
0.4 0.44 0.0 2   0.03367988061100807 0.0 0.01282513041878097 0.0 0.0 -0.03178498120411213 -0.030355109109716956 0.8673378268948482 0.9203352200934926 0.8399512967859042 0.9328966312330847 0.8533508052266945 9.049697215289344 11.231114080372633 0.47051718086655187 0.7199210914767831 0.6108573503364308 1.0876510768261876 0.5327016651256765
0.4 0.46 0.0 2   0.033679880613085245 0.0 0.010644577559670852 0.0 0.0 -0.031660041540780975 -0.030355109107461736 0.8661279807029043 0.9251458438040613 0.8399512967685101 0.9377211674722105 0.8527838874692766 9.006030572421027 11.23111408021999 0.4633882954525791 0.7500099110157353 0.6108573502629766 1.1473695388185343 0.5288960319542715
0.4 0.48 0.0 2   0.03367988061618879 0.0 0.008231553143278614 0.0 0.0 -0.03152236635334603 -0.030355109107187438 0.8646334158728649 0.9303904028894096 0.8399512967500725 0.9428384278500016 0.8520763852728823 8.968544667135003 11.23111408001167 0.4562328327122761 0.7881003390760429 0.6108573501754352 1.2197902092744546 0.525083340281816
0.4 0.5 0.0 2   0.03367988062062081 0.0 0.005478138930675724 0.0 0.0 -0.03136921175823651 -0.030355109109659866 0.8627667856923007 0.9363143475838778 0.8399512967300367 0.9484389298527133 0.8511846585320655 8.938567871993891 11.231114079722467 0.4489817484410127 0.8390035404910331 0.6108573500673933 1.3124562568270692 0.5212286978790351
0.4 0.52 0.0 2   0.03367988062718206 0.0 0.0021014375163608268 0.0 0.0 -0.031190108218090155 -0.03035510911663915 0.8602822908712179 0.9435638910755273 0.83995129670682 0.9550373458235564 0.8499872791236956 8.919766860485762 11.231114079287932 0.4414136371005141 0.9156406517129112 0.610857349922009 1.4454444437968497 0.5172260683123227
0.4 0.4 0.0 3   0.04930827949030255 0.0 0.0347599203844029 0.0 0.0 0.01751356367463814 0.016497237088759463 0.8709033683020461 0.8992512217401056 0.8389538613469284 0.9105305133260148 0.8545394245337714 8.03451045749611 10.117722017203478 0.35054472105626583 0.44994030141009633 0.46262047491507036 0.6861997267203407 0.39911659970669144
0.4 0.42 0.0 3   0.04930827948693586 0.0 0.03331341251675002 0.0 0.0 0.017496963311150422 0.016497237092812454 0.870910978128594 0.9024090924431578 0.8389538613730786 0.9141096970721043 0.8545551420034188 7.974848120419092 10.117722016496819 0.34567881348786117 0.45729625642452737 0.46262047489220887 0.7083458083466875 0.3963422132970578
0.4 0.44 0.0 3   0.04930827948522454 0.0 0.03175203355659795 0.0 0.0 0.017475620735420246 0.016497237096920726 0.8707715240879214 0.9056296918020458 0.838953861399472 0.9177206236732985 0.8545005228401575 7.919395881553992 10.11772201578406 0.3408996385193733 0.4658732460241295 0.46262047487201496 0.7325097329447761 0.39362977033063407
0.4 0.46 0.0 3   0.049308279484539225 0.0 0.03010178573695232 0.0 0.0 0.01744966997444536 0.01649723710086084 0.8704842343583074 0.9089260414064118 0.83895386142474 0.921370320498035 0.8543748075028627 7.8681883262241215 10.11772201510477 0.3362155003696521 0.4758358968756798 0.4626204748558742 0.758991632595999 0.3909830352797274
0.4 0.48 0.0 3   0.049308279484259795 0.0 0.02837470137462272 0.0 0.0 0.017419221239156863 0.016497237104485467 0.8700475621589798 0.912313441983859 0.8389538614484594 0.9250670943080883 0.8541768414563577 7.821275539696205 10.11772201448181 0.33163493301940644 0.48739367459078536 0.4626204748456359 0.7881664879972026 0.38840580967361044
0.4 0.5 0.0 3   0.04930827948558614 0.0 0.02652589134732874 0.0 0.0 0.017384354455820893 0.016497237108073198 0.8694588460696815 0.9158102355433101 0.8389538614713329 0.9288211400722528 0.8539049167707421 7.7787305740716395 10.117722013882068 0.32716660155980537 0.5008181259523343 0.4626204748395365 0.8205131478379196 0.3859019770972829
0.4 0.52 0.0 3   0.04930827948809115 0.0 0.02456995658525751 0.0 0.0 0.017345107512036724 0.016497237111302087 0.8687137670447698 0.9194390429124851 0.8389538614927243 0.9326455234126495 0.8535565118980248 7.7406613497079375 10.117722013324112 0.3228192316837752 0.516469962773676 0.4626204748385193 0.8566597571246684 0.3834755760543487
0.4 0.54 0.0 3   0.04930827949189239 0.0 0.022487917939600918 0.0 0.0 0.01730145484904933 0.016497237114257633 0.8678054372328716 0.9232288612623303 0.8389538615126553 0.9365578328427269 0.853127848206501 7.707230425018678 10.117722012813461 0.3186015769546508 0.5348438014481844 0.46262047484381275 0.8974585482509143 0.3811309200365586
0.4 0.56 0.0 3   0.049308279497304736 0.0 0.020268426274838713 0.0 0.0 0.017253267391786446 0.016497237116844362 0.866722779965571 0.9272188206942638 0.8389538615311264 0.9405831177894459 0.852613095095842 7.678689729023141 10.117722012351454 0.31452244311140676 0.5566468861850846 0.46262047485633556 0.9441170111684494 0.37887280504120396
0.4 0.58 0.0 3   0.04930827950449924 0.0 0.017885553945523602 0.0 0.0 0.017200233024131307 0.016497237119056925 0.8654474143872016 0.9314654518945099 0.838953861548053 0.9447595458321625 0.8520028355137849 7.655446550768288 10.117722011942906 0.3105908023630005 0.5829496412354002 0.4626204748773749 0.998447933182564 0.37670689223401055
0.4 0.6 0.0 3   0.049308279514078325 0.0 0.015291130528449768 0.0 0.0 0.017141682396956067 0.016497237120876047 0.8639469645493848 0.9360583771635458 0.8389538615633597 0.9491505939465872 0.8512807654126945 7.638203668167769 10.117722011591859 0.30681606090054153 0.6155085819471823 0.4626204749088479 1.0634039479379436 0.37464048524595883
0.4 0.62 0.0 3   0.04930827952694017 0.0 0.012405224223549503 0.0 0.0 0.017076141266211535 0.016497237122242492 0.8621580882875886 0.941160296633684 0.8389538615770241 0.9538761408887793 0.8504153194242484 7.628311117332551 10.117722011304103 0.3032086088508546 0.6575870750301037 0.4626204749542978 1.1444316799267782 0.3726843688095646
0.4 0.64 0.0 3   0.04930827954502594 0.0 0.009036107739834875 0.0 0.0 0.016999804852356287 0.01649723712306328 0.8599292448941308 0.9471424074830599 0.8389538615889957 0.9592181012099559 0.8493314362828406 7.628940757802929 10.117722011091601 0.2997808553024652 0.7167353662065825 0.4626204750214817 1.254042022859884 0.37085848516622155
0.4 0.66 0.0 3   0.04930827957635286 0.0 0.00440244972699233 0.0 0.0 0.01689620637591188 0.016497237123019034 0.856637433925353 0.9554954436413077 0.8389538615993981 0.9663350677659343 0.8477215808280638 7.652865706054331 10.117722010990553 0.29654632578412765 0.8235436885016099 0.4626204751404562 1.442504670744205 0.3692255346080029
0.4 0.4 0.0 4   0.04454988340407561 0.0 0.03280464734370381 0.0 0.0 -0.11523327454123378 -0.1125187011412065 0.8919298731630275 0.910136856186157 0.8584281064744629 0.916645192895196 0.8746758679456241 7.737594365378575 9.865086646829251 0.3769590520069913 0.45171897516375137 0.4751208450769248 0.6642410220240873 0.41760839662272226
0.4 0.42 0.0 4   0.04454988341271687 0.0 0.03154028856353075 0.0 0.0 -0.11520690105514791 -0.11251870113716744 0.8919123145411592 0.9125297498115723 0.8584281065370302 0.9197066260055844 0.8746845947284908 7.683070313992104 9.865086645054443 0.37208394389928884 0.4573811019954823 0.47512084504682406 0.6845529778483659 0.4148963041215494
0.4 0.44 0.0 4   0.04454988342380046 0.0 0.030183359726182465 0.0 0.0 -0.11516771023170042 -0.11251870113348027 0.8917381687129904 0.9149938505535233 0.8584281065987619 0.9228261068372141 0.8746192848430737 7.63296880314483 9.865086643226315 0.36718748099991966 0.464221716491565 0.47512084500930496 0.7068847137975465 0.4122041789304328
0.4 0.46 0.0 4   0.044549883437896204 0.0 0.028735375524197023 0.0 0.0 -0.11511643554729543 -0.11251870112940585 0.8914076192466126 0.9175458790308295 0.8584281066597292 0.9260093378892508 0.8744794518014722 7.58724126796909 9.865086641345885 0.3622774638459404 0.4724080143765753 0.4751208449662847 0.7315194638165413 0.40953326697447695
0.4 0.48 0.0 4   0.044549883455546 0.0 0.02719983272919668 0.0 0.0 -0.1150537699528244 -0.11251870112542525 0.8909205592418041 0.920203775905708 0.8584281067198443 0.9292625913719695 0.8742644327143435 7.545853130449724 9.865086639403627 0.357363296336399 0.48214615759641755 0.47512084491703904 0.7588058836207319 0.4068852564736403
0.4 0.5 0.0 4   0.044549883476514666 0.0 0.025558349987797598 0.0 0.0 -0.11498031308373312 -0.11251870112145312 0.890276270846823 0.9229871721342456 0.8584281067789173 0.9325932331613085 0.873973250615097 7.5087924436038165 9.865086637404326 0.3524556678275343 0.4936957130933844 0.47512084486069606 0.7891829611212562 0.4042623153353279
0.4 0.52 0.0 4   0.044549883501828584 0.0 0.023808364705418802 0.0 0.0 -0.11489650712349726 -0.11251870111762342 0.8894729032213087 0.9259182488637719 0.8584281068375346 0.9360105579442489 0.8736043768693703 7.47608283342738 9.865086635308602 0.3475661342332071 0.5073923092252643 0.47512084479540984 0.8232186084953366 0.4016670949734581
0.4 0.54 0.0 4   0.044549883531913095 0.0 0.02193250606408181 0.0 0.0 -0.11480255444939556 -0.1125187011137218 0.8885066228178367 0.9290232794189238 0.8584281068957622 0.9395271521624831 0.8731553301354167 7.447803430216161 9.86508663310698 0.34270656866622157 0.5236846958853111 0.47512084472046373 0.8616721614306186 0.3991026866875877
0.4 0.56 0.0 4   0.044549883567641224 0.0 0.01992351284021976 0.0 0.0 -0.11469830010244786 -0.1125187011099465 0.8873701803132686 0.932335426025454 0.8584281069538877 0.9431612218090042 0.8726219845355025 7.424121373541369 9.865086630770113 0.3378884137016725 0.5431987176696319 0.4751208446338996 0.9056014727787213 0.39657250963467655
